,Gender,UG Specialization (Major),Interests,Skills,Average CGPA/Percentage,Certification Courses,Certification Course Title,Working Status,Mapped Category
972,1,mechanical engineering,further studies,no,73.15,0,no,0,Career & Professional Development
973,0,computer science engineering,technology,"ai, ml, python",85.5,1,data scientist,1,Technology & Data Science
974,1,accountancy,financial analysis,accounting skills,82.0,0,no,1,Business & Entrepreneurship
975,1,sales & marketing,"research, teaching, technology, entrepreneurship","gathering informing, communication skills, editing, presentation skills, observation skills, reading, subject knowledge",80.0,0,no,0,Career & Professional Development
976,0,computer science engineering,"technology,web designing,content writing,data analytics,data scientist","business knowledge,leadership,editing,risk management skills,writing skills,data visualization skills power bi tableau ,machine learning skills,c ,python,java",83.0,1,data science,0,Technology & Data Science
977,0,accounts,financial analysis,"accounting skills,people management",72.2,0,no,0,Business & Entrepreneurship
978,0,accountancy,"financial analysis,sales marketing,technology,trading,game industry","accounting skills,business knowledge,finance related skills,risk management skills,wealth management",61.67,0,no,0,Business & Entrepreneurship
979,1,cee,data analytics,python,85.5,0,python,1,Technology & Data Science
980,1,computers,"social justice,understand human behaviour,gardening,social causes,all fields related to data science ,information technology","active listening,gathering information,business knowledge,good communication skills",70.0,1,adca,1,Social Impact & Humanities
981,0,mathematics,"teaching,govt job,game industry","analytical skills,communication skills",52.2,1,ccc,0,Career & Professional Development
982,0,computer science engineering,data analytics,no,66.5,0,no,1,Technology & Data Science
983,0,mechanical engineering,data analytics,"people management,leadership",78.0,1,data science ,0,Technology & Data Science
984,1,advertising,"research,sales marketing,understand human behaviour,content writing","active listening,critical thinking,gathering information,artistic creative skills,people management,communication skills,negotiation skills,mass communication,editing,problem solving skills,writing skills,social media marketing,presentation skills,content creation",82.65,1,no,1,Business & Entrepreneurship
985,0,computer science engineering,software job,"js, php,css,html, android",78.85,1,"js, php,css,html, android",1,Technology & Data Science
986,1,elections and telecommunication engineering,"teaching,understand human behaviour,web designing","python,sql,java,cloud computing",78.67,1,software testing,1,Creative & Design
987,0,computer applications,web development,"programming language skills,sql,java,cloud computing",63.46,0,no,1,Technology & Data Science
988,0,accountancy,"financial analysis, news coverage, research, sales marketing, trading, entrepreneurship","accounting skills, active listening, critical thinking, analytic thinking, gathering informing, business knowledge, people management, communication skills, negotiation skills, leadership, product knowledge, cost accounting, excel",80.75,1,tally,0,Business & Entrepreneurship
989,0,computer science engineering,software job,"full stack, sql",78.85,1,"full stack, sql",1,Technology & Data Science
990,0,software development,"financial analysis,research,social justice,teaching,trading,content writing","business knowledge,analytical skills,data visualization skills power bi tableau ,c ,linux,python,java",62.35,1,c++,1,Business & Entrepreneurship
991,0,mechanical engineering ,"news coverage,research,digital marketing,home interior design,data scientist,web development,market reserach,social media marketing","programming language skills,c",73.32,0,no,0,Technology & Data Science
992,1,computer science engineering,technology,"python, java, sql",72.96,0,no,1,Technology & Data Science
993,1,computer science engineering,"technology,govt job,data scientist","problem solving skills,c ,sql,java",70.0,1,data scientist,0,Technology & Data Science
994,1,computer applications,teaching,derivatives,65.55,0,no,1,Career & Professional Development
995,0,mechanical engineering,"supply chain analysis,sap consultant in mm","people management,sap",60.75,1,sap mm global certification,1,Business & Entrepreneurship
996,0,computer science engineering,data analytics,no,74.1,0,no,1,Technology & Data Science
997,0,civil engineering ,"social justice,technology,govt job,construction,construction manegement,urban planning","critical thinking,people management,communication skills,mass communication,leadership,problem solving skills,risk management skills,interpersonal skills,hospitality,good communication skills",76.11,0,no,0,Technical & Engineering Fields
998,0,sociology,"sales marketing,understand human behaviour,social causes,customer care","active listening,communication skills,product knowledge,problem solving skills,hospitality",51.0,1,diploma in computer application,1,Social Impact & Humanities
999,0,marketing,"sales marketing,data analytics,digital marketing,data scientist,market reserach,social media marketing,all fields related to data science ,machine learning,sports industry,excel","active listening,critical thinking,business knowledge,analytical skills,data visualization skills power bi tableau ,social media marketing,interpersonal skills,c ,r,python,sql",60.0,1,"c,c++,java,digital marketing,adv.excel",0,Technology & Data Science
1000,0,computer science engineering,software job,no,76.0,0,no,1,Technology & Data Science
1001,1,computer science engineering,technology,"sql, communication skills",72.01,1,linkedin certification,1,Technology & Data Science
1002,1,electronics and telecommunication,"sales marketing,technology,understand human behaviour,supply chain analysis,data analytics,govt job,digital marketing,data scientist,social media marketing,all fields related to data science ,industires,design,product life cycle management","active listening,gathering information,artistic creative skills,communication skills,problem solving skills,presentation skills,python,hospitality",71.34,1,plc programming,0,Technology & Data Science
1003,0,financial analyst,financial analysis,"project finance,financial modeling,business strategy",83.98,1,financial modelling and valuation; cfa program;microeconomic diagnostics,1,Business & Entrepreneurship
1004,0,psychology,"research, social justice, understand human behaviour, understand human body","accounting skills, active listening, artistic skills, people management, civil criminal law, communication skills, negotiation skills, work under pressure, leadership, creativity skills, logical skills, interpersonal skills, problem solving skills, observation skills, risk managing, designing skills",85.5,0,no,1,Social Impact & Humanities
1005,1,computer science engineering,"financial analysis, news coverage, research, sales marketing, social justice, take risk for profits, teaching, technology, trading, entrepreneurship, understand human behaviour, understand human body","accounting skills, active listening, ml, critical thinking, artistic skills, java, communication skills, news gathering, product knowledge",60.0,0,no,0,Business & Entrepreneurship
1006,0,office management,"news coverage,web designing,data analytics,govt job,game industry,digital marketing,data scientist,web development,social media marketing,information technology","accounting skills,hardware skills,programming language skills,gathering information,people management,risk management skills,writing skills,c ,python,sql,java,hospitality",60.0,1,bca,0,Technology & Data Science
1007,0,entc,"technology,data scientist,web development,all fields related to data science ,information technology","programming language skills,python,sql",68.2,1,python,0,Technology & Data Science
1008,1,computer science engineering,"financial analysis, technology","gathering informing, business knowledge, sql, leadership, writing, designing skills",74.4,1,java,1,Technology & Data Science
1009,0,tamil,teaching,people management,74.1,0,no,1,Career & Professional Development
1010,0,programs,govt job,sales,60.0,0,no,0,Career & Professional Development
1011,1,physics,teaching,teaching,86.0,0,no,1,Career & Professional Development
1012,1,computer science,"teaching,data analytics,data scientist","programming language skills,leadership,problem solving skills,sql,php",57.0,0,no,0,Technology & Data Science
1013,1,electronics and communication engineering,"news coverage,social justice,teaching,trading,understand human body,content writing","hardware skills,critical thinking,artistic creative skills,analytical skills,people management,civil criminal law,communication skills,sales,social media marketing,linux,proeficiency in software like staad pro, etabs,matlab",61.0,1,software testing,0,Media & Communication
1014,0,computer science engineering,"cyber security,technology,data analytics,machine learning,cloud computing","threat vulnerability management,endpoint security,vulnerability assessment,iso 27001,information security,proofpoint,palo alto networks,symantec endpoint protection,sophoss,vulnerability management,security information and event management siem ,threat analysis,threat assessment,splunk,iso 27001 lead auditor,pki,cyber security risk,cybersecurity incident response,vulnerability scanning,security",77.33,1,"applied cybersecurity essentials hybrid intensive;
iso 27001 lead auditor information security management system ;splunk fundamentals;
accredited configuration engineer (ace);ethical hacking",1,Technology & Data Science
1015,0,automobile engineering,"social justice, take risk for profits, technology, entrepreneurship, understand human behaviour","critical thinking, business knowledge, civil criminal law, communication skills, negotiation skills, work under pressure, news gathering, product knowledge, market study, team work, excel",79.8,1,internatinally accredited diploma in advacned nutrition and fitness ,1,Business & Entrepreneurship
1016,1,marketing,"research,technology,trading,understand human behaviour,content writing,data analytics,govt job,digital marketing,home interior design,social media marketing,gardening,infrastructure,information technology","active listening,critical thinking,gathering information,artistic creative skills,business knowledge,analytical skills,people management,leadership,problem solving skills,risk management skills,designing skills,writing skills,interpersonal skills",50.0,1,digital marketing,0,Technology & Data Science
1017,1,electronic and communication engineering,"financial analysis,teaching,data analytics,govt job,data scientist,excel","negotiation skills,leadership,editing,python,teaching,programming language c",75.05,1,copa iti,0,Technology & Data Science
1018,1,journalism ,"sales marketing,social justice,understand human behaviour,content writing,digital marketing,social media marketing","active listening,gathering information,artistic creative skills,people management,communication skills,mass communication,problem solving skills,writing skills,social media marketing,content creation,client management",68.0,1,digital marketing,1,Social Impact & Humanities
1019,0,computer applications,technology,"business knowledge, communication skills",76.0,0,no,0,Technology & Data Science
1020,1,electronics and telecommunication,technology,"programming language skills,communication skills,problem solving skills,python,matlab",61.75,0,no,1,Technology & Data Science
1021,1,hospitality,"teaching, technology","logical skills, presentation skills, observation skills, subject knowledge",76.95,0,no,1,Technology & Data Science
1022,1,microbiology genetics,research,subject knowledge,96.0,1,molecular biology techniques,0,Career & Professional Development
1023,1,information technalogy,financial analysis,"active listening, ai, critical thinking, analytic thinking, artistic skills, java, communication skills, work under pressure, leadership, editing, product knowledge, creativity skills, team work, excel, logical skills, interpersonal skills, presentation skills, mass communication, writing, tableau, reading, designing skills",70.49,0,no,1,Business & Entrepreneurship
1024,0,commerce,"financial analysis, entrepreneurship",accounting skills,78.56,0,no,0,Business & Entrepreneurship
1025,0,mechanical engineering,technology,"python, critical thinking, programming, editing, creativity skills, market study, team work, excel, c , linux, problem solving skills",67.83,1,pdcad/cam,0,Technology & Data Science
1026,1,computer science engineering,govt job,accounting skills,65.0,0,no,0,Career & Professional Development
1027,1,biotechnalogy,"research,understand human body,biotechnology","real time polymerase chain reaction qpcr , environmental biotechnology, molecular biology",85.5,1,biological data analyzers,1,Healthcare & Life Sciences
1028,0,information technology,"web development,information technology","c ,r,linux,python,artificial intelligence,sql,java",75.05,0,no,0,Technology & Data Science
1029,1,computer science engineering,"research,technology,data scientist","programming language skills,gathering information,analytical skills,python,artificial intelligence",80.5,1,java,0,Technology & Data Science
1030,1,mechanical engineering,"technology,trading","active listening, programming, work under pressure, teamwork,excel,logical skills interpersonal skills, presentation skills, reading",74.1,0,no,1,Technology & Data Science
1031,1,electrical and electronics engineering,technology,no,75.05,1,data science,1,Technology & Data Science
1032,1,computer science engineering,technology,"programming language skills,critical thinking,gathering information,people management,communication skills,leadership,sql,java",70.3,1,"oracle associate developer, microsoft azure fundamentals, microsoft azure data adsociate",1,Technology & Data Science
1033,0,automobile engineering,"teaching,technology,content writing,govt job,industires,sports industry,oil and gas,excel","active listening,gathering information,communication skills,product knowledge,writing skills,presentation skills,good communication skills",83.41,0,no,1,Technical & Engineering Fields
1034,0,pharmaceutical sciences,"data analytics,game industry,data scientist,information technology","programming language skills,analytical skills,communication skills,leadership,machine learning skills,python",61.75,0,no,0,Technology & Data Science
1035,0,mining ,data scientist,"programming language skills,critical thinking,analytical skills,communication skills,machine learning skills,python,artificial intelligence,sql",76.0,1,"ibm datascience, ai, python, tableu, mysql ",0,Technology & Data Science
1036,0,mechanical engineering ,technology,"programming language skills,business knowledge,analytical skills,communication skills,problem solving skills,data visualization skills power bi tableau ,machine learning skills,python,artificial intelligence,sql,matlab",83.0,1,certificate course on data science,0,Technology & Data Science
1037,0,b.tech,electronics and communication engineering,"python, sql",74.1,0,no,0,Technical & Engineering Fields
1038,0,automobile engineering,trading,"wealth management, problem solving skills",65.74,0,no,0,Business & Entrepreneurship
1039,1,electronics and communication engineering,"financial analysis,teaching,technology,trading,data analytics,home interior design,data scientist","active listening,programming language skills,critical thinking,artistic creative skills,analytical skills,people management,communication skills,negotiation skills,leadership,problem solving skills,risk management skills,writing skills,data visualization skills power bi tableau ,r,python,artificial intelligence,sql,good communication skills",66.03,1,google data analytics certificate,0,Technology & Data Science
1040,0,computer science engineering,"technology,data analytics,machine learning,cloud computing,cyber security","web application security,vulnerability assessment,owasp,penetration testing,shell scripting,python programming language ,ethical hacking,web application security assessment,application security",79.8,1,certified ethical hacker (ceh);cyberark privileged access security;security certified network specialist (scns),1,Technology & Data Science
1041,0,electrical and electronics engineering,"technology,industires,design","proeficiency in software like staad pro, etabs",79.8,1,autocad-electrical,1,Technology & Data Science
1042,1,computer science ,"teaching,game industry,all fields related to data science","programming language skills,machine learning skills,python,sql",65.0,1,ios course,0,Technology & Data Science
1043,0,chemistry,"sales marketing, take risk for profits","active listening, artistic skills, communication skills, work under pressure, editing, product knowledge, creativity skills, market study, team work, excel, sales",67.0,1,chse ,1,Business & Entrepreneurship
1044,0,computer science engineering,"research,technology,data analytics","active listening,programming language skills,critical thinking,gathering information,business knowledge,analytical skills,finance related skills,people management,communication skills,mass communication,leadership,product knowledge,problem solving skills,writing skills,data visualization skills power bi tableau ,machine learning skills,interpersonal skills,wealth management,presentation skills,linux,python,artificial intelligence,sql,java,cloud computing",83.6,1,python programming,1,Technology & Data Science
1045,0,law,"social justice,social causes",civil criminal law,71.25,1,criminology,1,Social Impact & Humanities
1046,0,computer science engineering,"technology,data analytics,data scientist,all fields related to data science","data visualization skills power bi tableau ,machine learning skills,c ,artificial intelligence,sql",71.25,1,python data structures,1,Technology & Data Science
1047,0,mechanical engineering ,"financial analysis,research,technology,trading,supply chain analysis,web designing,data analytics,data scientist","programming language skills,critical thinking,machine learning skills,python",73.15,0,no,0,Technology & Data Science
1048,0,computer science engineering,"financial analysis, research, technology, trading","ai, ml, python, analytic thinking, business knowledge, java, sql, oracle, programming, people management, c , r",85.88,1,data science program ,0,Business & Entrepreneurship
1049,0,information technology,entrepreneurship,"active listening, python, critical thinking, analytic thinking, java, sql, oracle, programming, people management, leadership, team work, logical skills, interpersonal skills, c , problem solving skills, writing, building rapport, subject knowledge",74.1,0,no,1,Business & Entrepreneurship
1050,0,computer science engineering ,"technology,web designing,data analytics,game industry,data scientist,web development","active listening,hardware skills,programming language skills,gathering information,communication skills,negotiation skills,leadership,problem solving skills,risk management skills,designing skills,writing skills,data visualization skills power bi tableau ,machine learning skills,interpersonal skills,c ,presentation skills,r,python,artificial intelligence,sql,java,architecture,good communication skills",85.88,0,no,0,Technology & Data Science
1051,1,computer science engineering,"research, technology, entrepreneurship","java, programming, creativity skills, team work, excel, linux",66.0,0,no,1,Technology & Data Science
1052,1,computer science engineering,"technology,teaching","active listening, programming, work under pressure, teamwork,excel, interpersonal skills, presentation skills, reading",70.3,0,no,1,Technology & Data Science
1053,1,political science,govt job,hospitality,45.0,1,aviation security courses ,0,Career & Professional Development
1054,0,mar,sales marketing,"business knowledge,analytical skills,finance related skills,communication skills,negotiation skills,product knowledge,problem solving skills,risk management skills,client management",59.85,1,microsoft office ,1,Business & Entrepreneurship
1055,1,civil engineering,teaching,"active listening, work under pressure,teamwork,interpersonal skills, presentation skills, reading",76.95,0,no,1,Career & Professional Development
1056,0,electronics and communication engineering,"technology,teaching","active listening, programming, work under pressure, teamwork,excel, interpersonal skills, presentation skills, reading",80.75,1,python training,1,Technology & Data Science
1057,0,marketing ,"research,sales marketing,supply chain analysis","critical thinking,artistic creative skills,analytical skills,communication skills,problem solving skills,sql",76.0,1,catia,1,Business & Entrepreneurship
1058,0,human resource,human resource,"negotiation skills,hr",71.25,1,human resources information systems (hris),1,Social Impact & Humanities
1059,0,accountancy,financial analysis,"active listening,artistic creative skills,communication skills,mass communication,problem solving skills",65.0,0,no,1,Business & Entrepreneurship
1060,1,human resource,"content writing,market reserach","business knowledge,finance related skills,people management,communication skills,negotiation skills,problem solving skills,sales,presentation skills",74.1,0,no,1,Business & Entrepreneurship
1061,1,computer science engineering,technology,"accounting skills, python, java, sql, oracle, programming",64.6,0,no,0,Technology & Data Science
1062,1,hospitality,research,"excel, presentation skills, writing",71.16,1,pgdca,0,Career & Professional Development
1063,1,chemistry,research,"civil criminal law, work under pressure",80.75,0,nothing ,0,Career & Professional Development
1064,0,mechanical engineering,"financial analysis,news coverage,research,technology,understand human behaviour,supply chain analysis,market reserach,industires","critical thinking,business knowledge,analytical skills,communication skills,negotiation skills,leadership,problem solving skills,risk management skills,good communication skills,sap",65.0,0,no,1,Business & Entrepreneurship
1065,0,mechanical engineering,"trading,data scientist","analytical skills,problem solving skills",62.0,1,catia,1,Technology & Data Science
1066,0,"history, sociology,","research,sales marketing,trading,digital marketing,social media marketing,customer care","active listening,business knowledge,communication skills,sales",58.0,0,no,1,Business & Entrepreneurship
1067,0,accounts and statistics,"financial analysis,research,teaching,understand human behaviour,understand human body,data analytics,data scientist,market reserach,all fields related to data science","accounting skills,active listening,critical thinking,gathering information,python",50.0,0,no,0,Technology & Data Science
1068,1,biotechnology,technology,"critical thinking, analytic thinking, java, sql, programming, communication skills, work under pressure, leadership, team work, interpersonal skills, presentation skills, problem solving skills, writing, observation skills, reporting, reading",86.45,1,microsoft and google tech certifications,1,Technology & Data Science
1069,1,history,"news coverage, teaching","active listening, communication skills, work under pressure, news gathering, reporting, reading, subject knowledge",68.0,1,pgdc,1,Career & Professional Development
1070,0,automobile engineering,technology,"team work, linux, problem solving skills",64.79,0,no,1,Technology & Data Science
1071,1,electronics and communication engineering,"technology,data analytics,data scientist","active listening,problem solving skills,designing skills",69.0,0,no,0,Technology & Data Science
1072,1,electrical and electronics engineering,"sales marketing, technology, entrepreneurship","ai, java",75.0,0,no,1,Business & Entrepreneurship
1073,1,electronic and telecommunications ,"research,social justice,teaching,content writing,govt job,home interior design","people management,editing,designing skills,writing skills,teaching",90.25,1,d.el.ed,0,Career & Professional Development
1074,1,mechanical engineering,"research,social justice,teaching,govt job,social causes,design","active listening,leadership,editing,designing skills,writing skills,client management,teaching",68.0,1,d.el.ed,0,Career & Professional Development
1075,0,computer science engineering,"data analytics,data scientist,machine learning","programming language skills,critical thinking,analytical skills,python",56.0,0,no,0,Technology & Data Science
1076,0,accountancy,research,"critical thinking, analytic thinking, gathering informing",71.25,0,no,0,Career & Professional Development
1077,0,automobile ,technology,"python, programming, excel, linux",63.84,0,no,1,Technology & Data Science
1078,1,mechanical engineering,financial analysis,accounting skills,76.0,0,no,1,Business & Entrepreneurship
1079,0,accounting  and finance,data scientist,"active listening,business knowledge,people management,leadership,product knowledge,problem solving skills,risk management skills,designing skills,machine learning skills,python,sql",74.18,1,deta scientist nd python programing language ,0,Technology & Data Science
1080,0,information technology,"financial analysis,news coverage,supply chain analysis","critical thinking,analytical skills,negotiation skills,problem solving skills,risk management skills,data visualization skills power bi tableau ,machine learning skills,python,artificial intelligence,sql",80.0,1,360 digit data scientist,1,Business & Entrepreneurship
1081,0,statistics,financial analysis,"teamwork,time management,company secretarial work,",72.2,1,companies act;,1,Business & Entrepreneurship
1082,1,information technology,"data analytics,digital marketing,data scientist","risk management skills,data visualization skills power bi tableau ,sql,sap",77.9,1,test automation,1,Technology & Data Science
1083,1,information technology,research,"ml, python",78.85,1,machine learning with python,0,Career & Professional Development
1084,1,"c, c++, java, sql, mysql, unix, html, mathematics, statistics","technology, entrepreneurship","analytic thinking, business knowledge, java, sql, communication skills, work under pressure, product knowledge, team work, excel, problem solving skills, observation skills, reporting, reading, subject knowledge",69.35,1,java,1,Technology & Data Science
1085,0,design,"financial analysis, research","ai, ml, python, critical thinking, analytic thinking, artistic skills, sql",66.5,1,data,0,Business & Entrepreneurship
1086,0,electrical and electronics engineering,"research,technology,web designing,data analytics,govt job","active listening,hardware skills,programming language skills,critical thinking,gathering information,artistic creative skills,business knowledge,analytical skills,finance related skills,communication skills,negotiation skills,mass communication,leadership,editing,problem solving skills,data visualization skills power bi tableau ,machine learning skills,c ,presentation skills,r,linux,python,sql,java,matlab",76.0,1,python with data science,0,Technology & Data Science
1087,0,mechanical engineering,design,"editing, designing skills, sales",71.25,0,no,0,Creative & Design
1088,0,data structures & algorithm,"research,social justice,teaching,technology,trading,web designing,data analytics","accounting skills,active listening,hardware skills,programming language skills,critical thinking,artistic creative skills,business knowledge,analytical skills,finance related skills,people management,communication skills,negotiation skills,mass communication,leadership,editing,problem solving skills,risk management skills,designing skills,writing skills,data visualization skills power bi tableau ,machine learning skills,sales,social media marketing,interpersonal skills,wealth management,hospitality,client management,good communication skills,teaching",72.0,1,computer courses,0,Technology & Data Science
1089,0,computer science engineering,data scientist,"programming language skills,analytical skills,leadership,data visualization skills power bi tableau ,machine learning skills,python,sql,cloud computing,good communication skills",81.8,1,"python, data science",0,Technology & Data Science
1090,0,electrical and electronics engineering,"technology, understand human behaviour, understand human body","communication skills, work under pressure, leadership",61.75,1,embedded,1,Technology & Data Science
1091,0,electrical and electronics engineering,"supply chain analysis,data analytics","programming language skills,analytical skills,r,python",64.0,1,junior type writing,0,Technology & Data Science
1092,0,computer applications,software job,networking,78.85,1,networking,1,Technology & Data Science
1093,0,civil engineering,software job,no,66.5,0,no,1,Technology & Data Science
1094,0,mechanical engineering,technology,"ai, ml, python, c , r, linux",56.05,0,no,0,Technology & Data Science
1095,0,electronics and communication engineering,"technology,design,information technology","programming language skills,analytical skills,data visualization skills power bi tableau ,machine learning skills,r,python,artificial intelligence",65.26,1,data science using r programming and python,0,Technology & Data Science
1096,0,business,"supply chain analysis,gardening,service,industires,agriculture, services","business knowledge,people management,machine learning skills,hospitality",63.59,1,hyundai appreciate,1,Technical & Engineering Fields
1097,1,computer science engineering,"financial analysis, sales marketing, technology, trading","ai, python, programming, communication skills, c",76.0,1,rpa,1,Business & Entrepreneurship
1098,0,electronics and communication engineering,service,"accounting skills,active listening,hardware skills,critical thinking,gathering information,business knowledge,analytical skills,finance related skills,mass communication,leadership,product knowledge,problem solving skills,risk management skills,writing skills,hr",62.7,1,tally erp 9,1,Service & Customer-Oriented
1099,0,civil engineering,"web development,social causes,all fields related to data science,machine learning,data scientist","node js,angular,jira,trello,jquery,javascript,ajax,php,codeignitor,loopback,",76.95,1,html;ajax,1,Technology & Data Science
1100,0,mechanical engineering,teaching,"active listening,work under pressure,team work,presentation skills",74.1,0,no,1,Career & Professional Development
1101,0,mechanical engineering,technology,"accounting skills,active listening,critical thinking,gathering information,artistic creative skills,communication skills,negotiation skills,leadership,content creation",75.0,0,no,1,Technology & Data Science
1102,0,electronics and telecommunication ,data analytics,autocard,66.5,1,autocard,1,Technology & Data Science
1103,0,media management,"sales marketing,technology,content writing,market reserach","critical thinking,business knowledge,analytical skills,leadership,writing skills,python,artificial intelligence,sql",69.64,0,no,0,Business & Entrepreneurship
1104,1,computer science engineering,data analytics,"active listening,gathering information,problem solving skills,python,matlab",73.0,0,no,0,Technology & Data Science
1105,0,mechanical engineering,"news coverage,understand human behaviour,govt job","communication skills,mass communication,leadership,problem solving skills,python",72.0,1,data science ,0,Social Impact & Humanities
1106,1,automobile engineering,"data scientist,web development,machine learning","active listening,programming language skills,gathering information,python,sql,programming language c",85.5,0,no,0,Technology & Data Science
1107,0,mechanical engineering,"technology,data analytics,data scientist","hardware skills,programming language skills,critical thinking,business knowledge,leadership,data visualization skills power bi tableau ,python,artificial intelligence,good communication skills",71.0,1,data science & ai,0,Technology & Data Science
1108,0,business administration,"research, social justice","analytic thinking, communication skills, leadership, team work, designing skills",69.64,0,no,1,Social Impact & Humanities
1109,0,civil engineering,"financial analysis, take risk for profits, technology, entrepreneurship","accounting skills, active listening, java, sql, programming, communication skills, negotiation skills, work under pressure, leadership, team work, excel, logical skills, presentation skills, problem solving skills, mass communication, writing, observation skills, reading",68.88,1,"selenium,ndt ",0,Business & Entrepreneurship
1110,0,computer science engineering,"financial analysis, trading","critical thinking, analytic thinking, market study",68.0,0,no,0,Business & Entrepreneurship
1111,0,information technalogy,"technology,understand human behaviour,govt job,infrastructure,design,construction,construction manegement","proeficiency in software like staad pro, etabs,construction management",77.9,1,advance construction technology ,1,Technical & Engineering Fields
1112,1,electronics and communication engineering,technology,"python, tableau",62.0,1,data science and python with tablue,1,Technology & Data Science
1113,0,computer science engineering,technology,programming,60.8,1,programming ,1,Technology & Data Science
1114,0,accountancy,data analytics,"r,python,sql",56.0,1,data science,1,Technology & Data Science
1115,0,geography ,"technology,govt job,sports industry","programming language skills,people management",62.0,0,no,1,Technology & Data Science
1116,0,computer applications,"news coverage,research,teaching,market reserach,infrastructure,social causes,industires",business knowledge,63.0,0,no,0,Technical & Engineering Fields
1117,0,business,retailer,hr,59.0,0,no,1,Service & Customer-Oriented
1118,1,automobile engineering,"data analytics,data scientist","problem solving skills,data visualization skills power bi tableau ,c ,java",78.0,1,"c++ , data science course",0,Technology & Data Science
1119,1,cse,"understand human behaviour,market reserach,na","hardware skills,business knowledge",60.0,0,no,0,Business & Entrepreneurship
1120,0,sales & marketing,entrepreneurship,creativity skills,69.35,0,no,0,Business & Entrepreneurship
1121,1,structure ,"technology,understand human body,web designing,web development","active listening,gathering information,communication skills,leadership,problem solving skills,designing skills,python,good communication skills",65.55,1,"python, python data structures ",0,Technology & Data Science
1122,0,chemical engineering,"news coverage, sales marketing, take risk for profits, trading","gathering informing, business knowledge, leadership, market study, observation skills, risk managing",58.0,0,yes,0,Business & Entrepreneurship
1123,0,management,"trading,customer care","critical thinking,artistic creative skills,analytical skills,civil criminal law,problem solving skills,risk management skills,writing skills,interpersonal skills,presentation skills",71.25,0,no,1,Business & Entrepreneurship
1124,0,electronics and computer engineering,"technology,social causes","proeficiency in software like staad pro, etabs,good communication skills,refinery operations",81.8,0,no,1,Technology & Data Science
1125,0,computer science ,"sales marketing,market reserach","active listening,hardware skills,problem solving skills,risk management skills,sales",78.0,1,entrepreneurship development program,1,Business & Entrepreneurship
1126,1,electronics and communication engineering,"web designing,data analytics,data scientist","hardware skills,programming language skills,analytical skills,people management,communication skills,leadership,data visualization skills power bi tableau ,c ,r,python,content creation",84.46,1,"python, blockchain ",0,Technology & Data Science
1127,1,commerce,"research,understand human behaviour,content writing,design,information technology","programming language skills,communication skills,leadership,product knowledge,designing skills,writing skills,c ,python,sql,java",80.75,1,no,0,Technology & Data Science
1128,1,history,data scientist,people management,67.0,0,no,1,Technology & Data Science
1129,1,business studies,sales marketing,"business knowledge,people management,communication skills,problem solving skills,sales,social media marketing,interpersonal skills,presentation skills",64.0,1,business innovation model,1,Business & Entrepreneurship
1130,1,computer science engineering,teaching,teaching,98.0,1,n.t.t.,1,Career & Professional Development
1131,1,econamics,"financial analysis,social justice,content writing,social media marketing","accounting skills,hardware skills,business knowledge,finance related skills,communication skills,social media marketing,content creation,teaching,foreign languages french, spanish",71.25,1,"udemy digital marketing, advanced content marketing, diploma de espanol, information technology",1,Business & Entrepreneurship
1132,1,electrical engineering ,"technology, understand human behaviour","java, programming, c , r",76.0,0,i didn't do,0,Technology & Data Science
1133,1,computer science engineering,"teaching,govt job","active listening,problem solving skills,teaching,teaching experience",62.0,0,no,0,Career & Professional Development
1134,0,computer applications,"govt job,industires,sap consultant in mm","designing skills,c ,python",63.65,0,no,0,Technical & Engineering Fields
1135,0,instrumentation,"design,salesforce admin","critical thinking,mass communication,leadership,editing,designing skills,cloud computing,sap,salesforce admin",73.0,0,tally,0,Creative & Design
1136,0,electrical and electronics engineering,testing,java,57.0,1,no,0,Technical & Engineering Fields
1137,0,electrical and electronics engineering,"technology,industires,design",automation,76.0,1,process automation,1,Technology & Data Science
1138,0,computer science engineering,"research,teaching,technology,data analytics,agriculture, services","accounting skills,active listening,hardware skills,business knowledge,problem solving skills",77.0,0,no,1,Technology & Data Science
1139,0,computer science and engineering ,teaching,"active listening,work under pressure,team work,presentation skills",74.1,0,no,1,Career & Professional Development
1140,0,computer science ,machine learning,"data structures,algorithms,competitive programming,c ,javascript,javajava,git,intellijidea,xcode,problem solving,androidstudio,webstorm,postman api,html5,cascading style sheets css ,software development,core java,bootstrap,junit,react,back end web development,spring framework,hibernate,cpp,database management system dbms ,linux,debugging,object oriented programming oop ,object oriented design,databases",86.83,1,international collegiate programming contest,1,Technology & Data Science
1141,0,computer science ,"technology,web designing","active listening,programming language skills,critical thinking,analytical skills,communication skills,problem solving skills,python",63.65,1,internship at icloud ,1,Technology & Data Science
1142,0,marketing,web designing,"programming language skills,c ,python,java",67.0,1,python in masterclass online course ,0,Creative & Design
1143,0,electronics and communication engineering,"web development,information technology","programming language skills,communication skills,c",67.0,0,no,1,Technology & Data Science
1144,0, computer applications,"sales marketing,supply chain analysis,data analytics","active listening,critical thinking,analytical skills,finance related skills",55.0,0,no,1,Business & Entrepreneurship
1145,0,computers,"trading, entrepreneurship, understand human behaviour","ml, python",74.1,0,no,1,Business & Entrepreneurship
1146,1,computer science engineering,teaching,teaching,81.8,0,no,1,Career & Professional Development
